22222011051,22111441071,22111030027,1,1,0,0,0
22222011056,22111511104,22111030027,1,1,0,0,0
22222011002,22111511104,22111030027,1,1,0,0,0
22222011048,22111511104,22111030027,1,1,0,0,1
22222011070,22111511104,22111030027,1,1,0,0,0
22222011077,22111511104,22111030027,1,1,0,0,0
22222011037,22111441071,22111030027,1,1,0,0,0
22222011001,22111441071,22111030027,1,1,0,0,0
22222011047,22111311072,22111030027,1,1,0,0,0
22222011028,22111311072,22111030027,1,1,0,0,0
22222011005,22111311072,22111030027,1,1,0,0,0
22222011054,22111201038,22111030027,1,1,0,0,0
22222011024,22111201038,22111030027,1,1,0,0,0
22222021049,22111511076,22111030047,1,2,0,0,0
22222021055,22111261066,22111030047,1,2,0,0,0
22222021004,22111261066,22111030047,1,2,0,0,0
22222021021,22111261066,22111030047,1,2,0,0,0
22222021053,22111071037,22111030047,1,2,0,0,0
22222021027,22111071037,22111030047,1,2,0,0,0
22222021058,22111071037,22111030047,1,2,0,0,0
22222021050,22111071037,22111030047,1,2,0,0,0
22222021041,22111071037,22111030047,1,2,0,0,0
22222021043,22111071037,22111030047,1,2,0,0,0
22222021018,22111071037,22111030047,1,2,0,0,0
22222021059,22111201006,22111030047,1,2,0,0,0
22222021029,22111101126,22111030047,1,2,0,0,0
22222021001,22111101126,22111030047,1,2,0,0,0
22222021034,22111101126,22111030047,1,2,0,0,0
22222031014,22111441052,22111030048,1,3,0,0,0
22222031021,22111441052,22111030048,1,3,0,0,0
22222031054,22111071029,22111030048,1,3,0,0,0
22222031062,22111071029,22111030048,1,3,0,0,0
22222031057,22111071029,22111030048,1,3,0,0,0
22222031049,22111071029,22111030048,1,3,0,0,0
22222031026,22111201005,22111030048,1,3,0,0,0
22222031008,22111201005,22111030048,1,3,0,0,0
22222041022,22111261036,22111040023,1,4,0,0,0
22222041049,22111261036,22111040023,1,4,0,0,0
22222041007,22111141071,22111040023,1,4,0,0,1
22222041058,22111141071,22111040023,1,4,0,0,0
22222041003,22111511033,22111040023,1,4,0,0,0
22222041016,22111511033,22111040023,1,4,0,0,0
22222041001,22111511033,22111040023,1,4,0,0,0
22222051027,22111071012,22111050017,1,5,0,0,0
22222051068,22111311019,22111050017,1,5,0,0,0
22222051036,22111141050,22111050017,1,5,0,0,0
22222051062,22111261033,22111050017,1,5,0,0,0
22222051026,22111191004,22111050017,1,5,0,0,0
22222051049,22111191004,22111050017,1,5,0,0,0
22222051022,22111261033,22111050017,1,5,0,0,0
22222051023,22111191004,22111050017,1,5,0,0,0
22222051066,22111261033,22111050017,1,5,0,0,0
22222051067,22111371021,22111050017,1,5,0,0,0
22222051016,22111371021,22111050017,1,5,0,0,0
22222061037,22111071009,22111050039,1,6,0,0,0
22222061013,22111301043,22111050039,1,6,0,0,0
22222061052,22111301043,22111050039,1,6,0,0,0
22222061054,22111071009,22111050039,1,6,0,0,0
22222061017,22111441010,22111050039,1,6,0,0,0
22222061030,22111441010,22111050039,1,6,0,0,0
22222061045,22111511002,22111050039,1,6,0,0,0
22222071051,22111501077,22111050002,1,7,0,0,0
22222071010,22111501077,22111050002,1,7,0,0,0
22222071068,22111501077,22111050002,1,7,0,0,0
22222071003,22111071008,22111050002,1,7,0,0,0
22222071038,22111071008,22111050002,1,7,0,0,0
22222071049,22111071008,22111050002,1,7,0,0,0
22222071027,22111071008,22111050002,1,7,0,0,0
22222071047,22111071008,22111050002,1,7,0,0,0
22222071041,22111431096,22111050002,1,7,0,0,0
22222071046,22111431096,22111050002,1,7,0,0,0
22222071048,22111431096,22111050002,1,7,0,0,0
22222071020,22111101085,22111050002,1,7,0,0,0
22222071006,22111101085,22111050002,1,7,0,0,0
22222071043,22111101085,22111050002,1,7,0,0,0
22222071026,22111101085,22111050002,1,7,0,0,0
22222071053,22111101085,22111050002,1,7,0,0,0
22222071005,22111101085,22111050002,1,7,0,0,0
22222071008,22111101085,22111050002,1,7,0,0,0
22222071045,22111101085,22111050002,1,7,0,0,0
22222071018,22111101085,22111050002,1,7,0,0,0
22222071016,22111101085,22111050002,1,7,0,0,0
22222071050,22111101085,22111050002,1,7,0,0,0
22222071030,22111371004,22111050002,1,7,0,0,0
22222071017,22111371004,22111050002,1,7,0,0,0
22222081031,22111371002,22111070012,1,8,0,0,0
22222081052,22111371002,22111070012,1,8,0,0,0
22222081039,22111181057,22111070012,1,8,0,0,0
22222081019,22111181057,22111070012,1,8,0,0,0
22222081053,22111181057,22111070012,1,8,0,0,0
22222081028,22111181057,22111070012,1,8,0,0,2
22222081067,22111181057,22111070012,1,8,0,0,0
22222081037,22111181057,22111070012,1,8,0,0,0
22222081024,22111431090,22111070012,1,8,0,0,5
22222081036,22111431090,22111070012,1,8,0,0,0
22222081003,22111431090,22111070012,1,8,0,0,2
22222081034,22111431090,22111070012,1,8,0,0,0
22222081030,22111301020,22111070012,1,8,0,0,0
22222081071,22111301020,22111070012,1,8,0,0,1
22222081043,22111301020,22111070012,1,8,0,0,0
22222081017,22111301020,22111070012,1,8,0,0,0
22222081047,22111501063,22111070012,1,8,0,0,0
22222081050,22111501063,22111070012,1,8,0,0,0
22222091015,22111431089,22111070101,1,9,0,0,0
22222091029,22111431089,22111070101,1,9,0,0,0
22222091057,22111431089,22111070101,1,9,0,0,0
22222091047,22111431089,22111070101,1,9,0,0,0
22222091064,22111301018,22111070101,1,9,0,0,1
22222091038,22111301018,22111070101,1,9,0,0,0
22222091011,22111301018,22111070101,1,9,0,0,0
22222091054,22111301018,22111070101,1,9,0,0,0
22222091042,22111301018,22111070101,1,9,0,0,0
22222101073,22111301015,22111080028,1,10,0,0,0
22222101011,22111301015,22111080028,1,10,0,0,0
22222101016,22111141015,22111080028,1,10,0,0,0
22222101064,22111141015,22111080028,1,10,0,0,0
22222101045,22111141015,22111080028,1,10,0,0,0
22222101056,22111181055,22111080028,1,10,0,0,0
22222101058,22111181055,22111080028,1,10,0,0,0
22222101017,22111181055,22111080028,1,10,0,0,0
22222111025,22111431026,22111080036,1,11,0,0,0
22222121028,22111061012,22111080079,1,12,0,0,0
22222121037,22111061012,22111080079,1,12,0,0,0
22222121048,22111061012,22111080079,1,12,0,0,0
22222121057,22111061012,22111080079,1,12,0,0,0
22222121041,22111061012,22111080079,1,12,0,0,0
22222121064,22111091066,22111080079,1,12,0,0,0
22222121042,22111091066,22111080079,1,12,0,0,0
22222121043,22111181049,22111080079,1,12,0,0,0
22222121013,22111181049,22111080079,1,12,0,0,0
22222121020,22111181049,22111080079,1,12,0,0,0
22222121032,22111181049,22111080079,1,12,0,0,0
22222121001,22111181049,22111080079,1,12,0,0,0
22222131005,22111431019,22111080051,1,13,0,0,0
22222131044,22111431019,22111080051,1,13,0,0,0
22222131014,22111501039,22111080051,1,13,0,0,0
22222131020,22111501039,22111080051,1,13,0,0,0
22222141045,22111431018,22111090044,1,14,0,0,0
22222141031,22111431018,22111090044,1,14,0,0,0
22222141033,22111431018,22111090044,1,14,0,0,1
22222141016,22111431018,22111090044,1,14,0,0,0
22222141039,22111431018,22111090044,1,14,0,0,0
22222141048,22111131082,22111090044,1,14,0,0,1
22222141009,22111131082,22111090044,1,14,0,0,0
22222141061,22111051092,22111090044,1,14,0,0,2
22222141043,22111051092,22111090044,1,14,0,0,0
22222151012,22111181040,22111090021,1,15,0,0,0
22222151001,22111181040,22111090021,1,15,0,0,0
22222151011,22111181040,22111090021,1,15,0,0,0
22222151024,22111181040,22111090021,1,15,0,0,1
22222151037,22111181040,22111090021,1,15,0,0,0
22222151050,22111051085,22111090021,1,15,0,0,2
22222151027,22111501024,22111090021,1,15,0,0,0
22222151009,22111251002,22111090021,1,15,0,0,1
22222151025,22111251002,22111090021,1,15,0,0,0
22222151014,22111251002,22111090021,1,15,0,0,0
22222161026,22111091056,22111110056,1,16,0,0,0
